month,rain_index,temp_index,wind_index,pressure_index,climate_index,station_id,last_computed_at
1,0.311705829052629,0.3311420790834904,0.08239915606489912,0.8695636054717585,0.39870266741819427,63723_Garissa,2026-01-10 18:03:07.826976
2,0.25,0.499538207925519,0.1275188885381313,0.7710984373205487,0.4120388834460498,63723_Garissa,2026-01-10 18:03:07.826976
3,0.38478907268825424,0.7421870227442221,0.21621009111717904,0.7252692379229773,0.5171138561181582,63723_Garissa,2026-01-10 18:03:07.826976
4,0.7988081793635977,0.7670899461428256,0.47452456003057175,0.8691891147993467,0.7274029500840855,63723_Garissa,2026-01-10 18:03:07.826976
5,0.2949617040047172,0.32999381892811563,0.36113114376494915,0.4631277483623939,0.362303603765044,63723_Garissa,2026-01-10 18:03:07.826976
6,0.21314650041212874,0.09528330040731052,0.6401137771984893,0.3541820766623003,0.3256814136700572,63723_Garissa,2026-01-10 18:03:07.826976
7,0.13050671957215113,0.0,0.7340533574227879,0.14131514136369416,0.25146880458965826,63723_Garissa,2026-01-10 18:03:07.826976
8,0.15047089546811182,0.04566427443055576,0.7188995450024762,0.16528194554295927,0.27007916511102575,63723_Garissa,2026-01-10 18:03:07.826976
9,0.29071916560754907,0.1919429318743615,0.5755027293583723,0.4074333611601907,0.36639954700011845,63723_Garissa,2026-01-10 18:03:07.826976
10,0.2869872675772126,0.383481149217476,0.3943177587788568,0.5690895012416886,0.40846891920380846,63723_Garissa,2026-01-10 18:03:07.826976
11,0.6840008995315556,0.4507716550249307,0.2980588387062359,0.7234821903839106,0.5390783959116583,63723_Garissa,2026-01-10 18:03:07.826976
12,0.27884360654123796,0.37522959997643,0.19867216272212482,0.742315553827585,0.39876523076684445,63723_Garissa,2026-01-10 18:03:07.826976
