month,rain_index,temp_index,wind_index,pressure_index,climate_index,station_id,last_computed_at
1,0.5111014588410717,0.5246217975828829,0.5508667553287332,0.6441521766668509,0.5576855471048846,HKMS0_Mara_Serena_Lodge_Airstrip_-_Masai_Mara,2026-01-10 18:39:09.603397
2,0.7817231383333247,0.23750978978931697,0.026021443843288927,0.6624359973717951,0.4269225923344314,HKMS0_Mara_Serena_Lodge_Airstrip_-_Masai_Mara,2026-01-10 18:39:09.603397
3,0.27458528820798234,0.4741881963071739,0.4538737751043086,0.89098489108728,0.5234080376766862,HKMS0_Mara_Serena_Lodge_Airstrip_-_Masai_Mara,2026-01-10 18:39:09.603397
4,0.6792695286348626,0.42700312526406425,0.5559310511575424,0.6334806915352091,0.5739210991479196,HKMS0_Mara_Serena_Lodge_Airstrip_-_Masai_Mara,2026-01-10 18:39:09.603397
5,0.5218360272010926,0.18462131045589805,0.16797488541857086,0.3558267783678306,0.307564750360848,HKMS0_Mara_Serena_Lodge_Airstrip_-_Masai_Mara,2026-01-10 18:39:09.603397
6,0.3381310228766253,0.10755506824882138,0.740760623745466,0.26839478535192063,0.36371037505570836,HKMS0_Mara_Serena_Lodge_Airstrip_-_Masai_Mara,2026-01-10 18:39:09.603397
7,0.23699439477605497,0.10444290598654589,0.29764835692030134,0.22321491036244756,0.21557514201133746,HKMS0_Mara_Serena_Lodge_Airstrip_-_Masai_Mara,2026-01-10 18:39:09.603397
8,0.3777684864835317,0.2434280711371946,0.41501677406299853,0.14434893378818392,0.29514056636797725,HKMS0_Mara_Serena_Lodge_Airstrip_-_Masai_Mara,2026-01-10 18:39:09.603397
9,0.32492123759846314,0.38422312985957874,0.2856650704424728,0.497476806359035,0.3730715610648874,HKMS0_Mara_Serena_Lodge_Airstrip_-_Masai_Mara,2026-01-10 18:39:09.603397
10,0.1817424063038291,0.6964992838486815,0.39860998209261095,0.8376588524730073,0.5286276311795322,HKMS0_Mara_Serena_Lodge_Airstrip_-_Masai_Mara,2026-01-10 18:39:09.603397
11,0.27961203648995636,0.8160295832667676,0.654263051746917,0.8061340947831639,0.6390096915717012,HKMS0_Mara_Serena_Lodge_Airstrip_-_Masai_Mara,2026-01-10 18:39:09.603397
12,0.5949210258349471,0.4150942237786553,0.8269698247871377,0.7435972884136314,0.6451455907035929,HKMS0_Mara_Serena_Lodge_Airstrip_-_Masai_Mara,2026-01-10 18:39:09.603397
