month,rain_index,temp_index,wind_index,pressure_index,climate_index,station_id,last_computed_at
1,0.2519173545890043,0.46029091080272366,0.7704270083224528,0.6736257209053411,0.5390652486548805,63687_Kakamega,2026-01-10 17:36:53.131072
2,0.25,0.8134756508013008,0.9832078646211957,0.795317665069243,0.7105002951229349,63687_Kakamega,2026-01-10 17:36:53.131072
3,0.355909307830771,0.9421212610438382,0.5476062867695154,0.7175917774451976,0.6408071582723306,63687_Kakamega,2026-01-10 17:36:53.131072
4,0.75,0.28712728219483713,0.20178191413753832,0.7109424070322469,0.4874629008411556,63687_Kakamega,2026-01-10 17:36:53.131072
5,0.549841833651795,0.06198656951974236,0.03494444860575251,0.3979782394671785,0.26118777281111705,63687_Kakamega,2026-01-10 17:36:53.131072
6,0.37098440182711,0.062015503875969435,0.006028140779545039,0.31813639127044024,0.1892911094382662,63687_Kakamega,2026-01-10 17:36:53.131072
7,0.44891323754697715,0.07710854180113744,0.04701363944447848,0.24506561113407177,0.2045252574816662,63687_Kakamega,2026-01-10 17:36:53.131072
8,0.4914930378898945,0.15247257467487946,0.18143836062585056,0.2629869182309703,0.2720977228553987,63687_Kakamega,2026-01-10 17:36:53.131072
9,0.5177335916014956,0.05534053001137912,0.2701465108071247,0.532400512976015,0.34390528634900364,63687_Kakamega,2026-01-10 17:36:53.131072
10,0.4876860207035179,0.1886853491434904,0.1763422482049421,0.6946538750457588,0.3868418732744273,63687_Kakamega,2026-01-10 17:36:53.131072
11,0.6291144199432503,0.12871821513655612,0.1098886502276708,0.6807979541493838,0.3871298098642153,63687_Kakamega,2026-01-10 17:36:53.131072
12,0.3413493254646202,0.4815995817858988,0.3202101604396732,0.7379818576242709,0.47028523132861577,63687_Kakamega,2026-01-10 17:36:53.131072
